date,round,home_team,home_score,away_team,away_score,home_result
3/3/19,Round 0,Ottawa Senators,3,Florida Panthers,2,1
3/3/19,Round 0,Philadelphia Flyers,4,New York Islanders,1,3
3/3/19,Round 0,Washington Capitals,3,New York Rangers,2,1
3/3/19,Round 0,Vancouver Canucks,0,Vegas Golden Knights,3,-3
3/4/19,Round 0,Winnipeg Jets,5,Columbus Blue Jackets,2,3
3/4/19,Round 0,Nashville Predators,3,Minnesota Wild,2,1
3/4/19,Round 0,Chicago Blackhawks,2,San Jose Sharks,5,-3
3/5/19,Round 0,Edmonton Oilers,4,Buffalo Sabres,3,1
3/5/19,Round 0,Toronto Maple Leafs,6,Calgary Flames,2,4
3/5/19,Round 0,Anaheim Ducks,3,Arizona Coyotes,1,2
3/5/19,Round 0,Carolina Hurricanes,3,Boston Bruins,4,-1
3/5/19,Round 0,Detroit Red Wings,3,Colorado Avalanche,4,-1
3/5/19,Round 0,New York Rangers,0,Dallas Stars,1,-1
3/5/19,Round 0,Montreal Canadiens,3,Los Angeles Kings,1,2
3/5/19,Round 0,Columbus Blue Jackets,2,New Jersey Devils,1,1
3/5/19,Round 0,Minnesota Wild,4,Nashville Predators,5,-1
3/5/19,Round 0,Ottawa Senators,4,New York Islanders,5,-1
3/5/19,Round 0,Florida Panthers,2,Pittsburgh Penguins,3,-1
3/5/19,Round 0,Winnipeg Jets,2,Tampa Bay Lightning,5,-3
3/7/19,Round 0,St. Louis Blues,5,Anaheim Ducks,4,1
3/7/19,Round 0,Washington Capitals,5,Philadelphia Flyers,3,2
3/7/19,Round 0,Toronto Maple Leafs,2,Vancouver Canucks,3,-1
3/7/19,Round 0,Calgary Flames,1,Vegas Golden Knights,2,-1
3/8/19,Round 0,Calgary Flames,0,Arizona Coyotes,2,-2
3/8/19,Round 0,Florida Panthers,3,Boston Bruins,4,-1
3/8/19,Round 0,Buffalo Sabres,4,Chicago Blackhawks,5,-1
3/8/19,Round 0,Colorado Avalanche,0,Dallas Stars,4,-4
3/8/19,Round 0,New York Rangers,2,Detroit Red Wings,3,-1
3/8/19,Round 0,Vancouver Canucks,2,Edmonton Oilers,3,-1
3/8/19,Round 0,St. Louis Blues,4,Los Angeles Kings,0,4
3/8/19,Round 0,New York Islanders,4,Ottawa Senators,2,2
3/8/19,Round 0,Columbus Blue Jackets,0,Pittsburgh Penguins,3,-3
3/8/19,Round 0,Montreal Canadiens,2,San Jose Sharks,5,-3
3/8/19,Round 0,Minnesota Wild,3,Tampa Bay Lightning,0,3
3/9/19,Round 0,Montreal Canadiens,2,Anaheim Ducks,8,-6
3/9/19,Round 0,Winnipeg Jets,8,Carolina Hurricanes,1,7
3/9/19,Round 0,Minnesota Wild,2,Florida Panthers,6,-4
3/9/19,Round 0,New Jersey Devils,0,Washington Capitals,3,-3
3/9/19,Round 0,Buffalo Sabres,0,Colorado Avalanche,3,-3
3/9/19,Round 0,St. Louis Blues,2,San Jose Sharks,3,-1
3/10/19,Round 0,Los Angeles Kings,2,Arizona Coyotes,4,-2
3/10/19,Round 0,Ottawa Senators,2,Boston Bruins,3,-1
3/10/19,Round 0,Pittsburgh Penguins,1,Columbus Blue Jackets,4,-3
3/10/19,Round 0,Chicago Blackhawks,2,Dallas Stars,1,1
3/10/19,Round 0,Toronto Maple Leafs,3,Edmonton Oilers,2,1
3/10/19,Round 0,Carolina Hurricanes,5,Nashville Predators,3,2
3/10/19,Round 0,Philadelphia Flyers,5,New York Islanders,2,3
3/10/19,Round 0,New Jersey Devils,2,New York Rangers,4,-2
3/10/19,Round 0,Detroit Red Wings,2,Tampa Bay Lightning,3,-1
3/10/19,Round 0,Vegas Golden Knights,6,Vancouver Canucks,2,4
3/10/19,Round 0,Detroit Red Wings,1,Florida Panthers,6,-5
3/10/19,Round 0,Boston Bruins,2,Pittsburgh Penguins,4,-2
3/10/19,Round 0,Winnipeg Jets,1,Washington Capitals,3,-2
3/11/19,Round 0,Los Angeles Kings,3,Anaheim Ducks,2,1
3/11/19,Round 0,Vegas Golden Knights,3,Calgary Flames,6,-3
3/11/19,Round 0,Columbus Blue Jackets,0,New York Islanders,2,-2
3/11/19,Round 0,Ottawa Senators,2,Philadelphia Flyers,3,-1
3/11/19,Round 0,Tampa Bay Lightning,6,Toronto Maple Leafs,2,4
3/12/19,Round ,Nashville Predators,2,Anaheim Ducks,3,-1
3/12/19,Round ,New Jersey Devils,4,Calgary Flames,9,-5
3/12/19,Round ,Detroit Red Wings,1,Montreal Canadiens,3,-2
3/12/19,Round 0,Arizona Coyotes,1,Chicago Blackhawks,7,-6
3/12/19,Round 0,Carolina Hurricanes,3,Colorado Avalanche,0,3
3/12/19,Round 0,New York Rangers,2,Edmonton Oilers,3,-1
3/12/19,Round 0,San Jose Sharks,3,Minnesota Wild,0,3
3/12/19,Round 0,Dallas Stars,2,Buffalo Sabres,0,2
3/12/19,Round 0,Boston Bruins,4,Columbus Blue Jackets,7,-3
3/12/19,Round 0,Washington Capitals,3,Pittsburgh Penguins,5,-2
3/13/19,Round ,New York Rangers,1,Vancouver Canucks,4,-3
3/13/19,Round 0,Arizona Coyotes,3,St. Louis Blues,1,2
3/13/19,Round 0,San Jose Sharks,5,Winnipeg Jets,4,1
3/13/19,Round 0,Chicago Blackhawks,5,Toronto Maple Leafs,4,1
3/14/19,Round ,Anaheim Ducks,1,Arizona Coyotes,6,-5
3/14/19,Round ,Tampa Bay Lightning,5,Detroit Red Wings,4,1
3/14/19,Round ,Nashville Predators,3,Los Angeles Kings,1,2
3/14/19,Round ,Dallas Stars,4,Minnesota Wild,1,3
3/14/19,Round ,Montreal Canadiens,1,New York Islanders,2,-1
3/14/19,Round ,Washington Capitals,5,Philadelphia Flyers,2,3
3/14/19,Round ,Florida Panthers,4,San Jose Sharks,2,2
3/14/19,Round ,Boston Bruins,3,Winnipeg Jets,4,-1
3/14/19,Round 0,New Jersey Devils,6,Edmonton Oilers,3,3
3/14/19,Round 0,Pittsburgh Penguins,5,Buffalo Sabres,0,5
3/14/19,Round 0,St. Louis Blues,0,Ottawa Senators,2,-2
3/15/19,Round ,New York Rangers,1,Calgary Flames,5,-4
3/15/19,Round ,Anaheim Ducks,5,Colorado Avalanche,3,2
3/15/19,Round ,Vegas Golden Knights,2,Dallas Stars,1,1
3/15/19,Round ,New Jersey Devils,3,Vancouver Canucks,2,1
3/15/19,Round 0,Carolina Hurricanes,0,Columbus Blue Jackets,3,-3
3/15/19,Round 0,Philadelphia Flyers,6,Toronto Maple Leafs,7,-1
3/16/19,Round 0,Columbus Blue Jackets,1,Boston Bruins,2,-1
3/16/19,Round 0,Buffalo Sabres,2,Carolina Hurricanes,4,-2
3/16/19,Round 0,New York Islanders,1,Detroit Red Wings,2,-1
3/16/19,Round 0,Florida Panthers,4,Los Angeles Kings,3,1
3/16/19,Round 0,Chicago Blackhawks,2,Montreal Canadiens,0,2
3/16/19,Round 0,Toronto Maple Leafs,2,Ottawa Senators,6,-4
3/16/19,Round 0,St. Louis Blues,5,Pittsburgh Penguins,1,4
3/16/19,Round 0,Washington Capitals,3,Tampa Bay Lightning,6,-3
3/16/19,Round 0,Calgary Flames,1,Winnipeg Jets,2,-1
3/17/19,Round 0,Edmonton Oilers,3,Arizona Coyotes,2,1
3/17/19,Round 0,New York Rangers,2,Minnesota Wild,5,-3
3/17/19,Round 0,Nashville Predators,4,San Jose Sharks,2,2
3/17/19,Round 0,St. Louis Blues,3,Buffalo Sabres,4,-1
3/17/19,Round 0,New Jersey Devils,0,Colorado Avalanche,3,-3
3/17/19,Round 0,Vancouver Canucks,3,Dallas Stars,2,1
3/17/19,Round 0,New York Islanders,3,Minnesota Wild,2,1
3/17/19,Round 0,Philadelphia Flyers,2,Pittsburgh Penguins,1,1
3/18/19,Round ,Arizona Coyotes,1,Tampa Bay Lightning,4,-3
3/18/19,Round 0,Florida Panthers,2,Anaheim Ducks,3,-1
3/18/19,Round 0,Edmonton Oilers,3,Vegas Golden Knights,6,-3
3/19/19,Round ,Edmonton Oilers,2,St. Louis Blues,7,-5
3/19/19,Round 0,Vancouver Canucks,3,Chicago Blackhawks,2,1
3/19/19,Round 0,Winnipeg Jets,3,Los Angeles Kings,2,1
3/19/19,Round 0,Vegas Golden Knights,7,San Jose Sharks,3,4
3/19/19,Round 0,Pittsburgh Penguins,2,Carolina Hurricanes,3,-1
3/19/19,Round 0,Washington Capitals,4,New Jersey Devils,1,3
3/19/19,Round 0,Boston Bruins,5,New York Islanders,0,5
3/19/19,Round 0,Detroit Red Wings,3,New York Rangers,2,1
3/19/19,Round 0,Montreal Canadiens,3,Philadelphia Flyers,1,2
3/20/19,Round 0,Columbus Blue Jackets,2,Calgary Flames,4,-2
3/20/19,Round 0,Florida Panthers,2,Dallas Stars,4,-2
3/20/19,Round 0,Colorado Avalanche,3,Minnesota Wild,1,2
3/20/19,Round 0,Toronto Maple Leafs,0,Nashville Predators,3,-3
3/20/19,Round 0,Toronto Maple Leafs,4,Buffalo Sabres,2,2
3/20/19,Round 0,Tampa Bay Lightning,5,Washington Capitals,4,1
3/21/19,Round ,San Jose Sharks,2,Los Angeles Kings,4,-2
3/21/19,Round 0,Winnipeg Jets,3,Anaheim Ducks,0,3
3/21/19,Round 0,Ottawa Senators,4,Vancouver Canucks,7,-3
3/21/19,Round 0,Tampa Bay Lightning,6,Carolina Hurricanes,3,3
3/21/19,Round 0,Arizona Coyotes,2,Florida Panthers,4,-2
3/21/19,Round 0,New York Islanders,0,Montreal Canadiens,4,-4
3/21/19,Round 0,Boston Bruins,5,New Jersey Devils,1,4
3/22/19,Round ,San Jose Sharks,3,Anaheim Ducks,4,-1
3/22/19,Round 0,Ottawa Senators,1,Calgary Flames,5,-4
3/22/19,Round 0,Philadelphia Flyers,3,Chicago Blackhawks,1,2
3/22/19,Round 0,Colorado Avalanche,3,Dallas Stars,1,2
3/22/19,Round 0,Columbus Blue Jackets,1,Edmonton Oilers,4,-3
3/22/19,Round 0,Pittsburgh Penguins,2,Nashville Predators,1,1
3/22/19,Round 0,Detroit Red Wings,2,St. Louis Blues,5,-3
3/22/19,Round 0,Winnipeg Jets,0,Vegas Golden Knights,5,-5
3/22/19,Round 0,Minnesota Wild,2,Washington Capitals,1,1
3/23/19,Round 0,Minnesota Wild,1,Carolina Hurricanes,5,-4
3/23/19,Round 0,Chicago Blackhawks,2,Colorado Avalanche,4,-2
3/23/19,Round 0,Ottawa Senators,4,Edmonton Oilers,3,1
3/23/19,Round 0,Boston Bruins,7,Florida Panthers,3,4
3/23/19,Round 0,Buffalo Sabres,4,Montreal Canadiens,7,-3
3/23/19,Round 0,Arizona Coyotes,1,New Jersey Devils,2,-1
3/23/19,Round 0,New York Islanders,4,Philadelphia Flyers,2,2
3/23/19,Round 0,New York Rangers,2,Toronto Maple Leafs,1,1
3/23/19,Round 0,Nashville Predators,0,Winnipeg Jets,5,-5
3/24/19,Round 0,Pittsburgh Penguins,3,Dallas Stars,2,1
3/24/19,Round 0,Anaheim Ducks,3,Los Angeles Kings,4,-1
3/24/19,Round 0,Tampa Bay Lightning,3,St. Louis Blues,4,-1
3/24/19,Round 0,Calgary Flames,3,Vancouver Canucks,1,2
3/24/19,Round 0,Detroit Red Wings,3,Vegas Golden Knights,2,1
3/24/19,Round 0,Montreal Canadiens,1,Carolina Hurricanes,2,-1
3/24/19,Round 0,Arizona Coyotes,0,New York Islanders,2,-2
3/24/19,Round 0,Philadelphia Flyers,1,Washington Capitals,3,-2
3/25/19,Round ,Dallas Stars,5,Winnipeg Jets,2,3
3/25/19,Round 0,Colorado Avalanche,1,Chicago Blackhawks,2,-1
3/25/19,Round 0,Columbus Blue Jackets,5,Vancouver Canucks,0,5
3/25/19,Round 0,Buffalo Sabres,1,New Jersey Devils,3,-2
3/25/19,Round 0,Pittsburgh Penguins,5,New York Rangers,2,3
3/25/19,Round 0,Boston Bruins,4,Tampa Bay Lightning,5,-1
3/25/19,Round 0,Florida Panthers,5,Toronto Maple Leafs,7,-2
3/26/19,Round 0,Los Angeles Kings,3,Calgary Flames,0,3
3/26/19,Round 0,Nashville Predators,1,Minnesota Wild,0,1
3/26/19,Round 0,Detroit Red Wings,3,San Jose Sharks,2,1
3/26/19,Round 0,Vegas Golden Knights,1,St. Louis Blues,3,-2
3/26/19,Round 0,New York Islanders,0,Columbus Blue Jackets,4,-4
3/26/19,Round 0,Florida Panthers,1,Montreal Canadiens,6,-5
3/26/19,Round 0,Buffalo Sabres,0,Ottawa Senators,4,-4
3/26/19,Round 0,Carolina Hurricanes,1,Washington Capitals,4,-3
3/27/19,Round ,Dallas Stars,2,Calgary Flames,1,1
3/27/19,Round ,Vegas Golden Knights,3,Colorado Avalanche,4,-1
3/27/19,Round 0,Chicago Blackhawks,0,Arizona Coyotes,1,-1
3/27/19,Round 0,Los Angeles Kings,4,Edmonton Oilers,8,-4
3/27/19,Round 0,Anaheim Ducks,5,Vancouver Canucks,4,1
3/27/19,Round 0,New York Rangers,3,Boston Bruins,6,-3
3/27/19,Round 0,Toronto Maple Leafs,4,Philadelphia Flyers,5,-1
3/28/19,Round ,Detroit Red Wings,5,Buffalo Sabres,4,1
3/28/19,Round ,Washington Capitals,3,Carolina Hurricanes,2,1
3/28/19,Round ,Montreal Canadiens,2,Columbus Blue Jackets,6,-4
3/28/19,Round ,Dallas Stars,3,Edmonton Oilers,2,1
3/28/19,Round ,Florida Panthers,5,Ottawa Senators,2,3
3/28/19,Round ,Chicago Blackhawks,5,San Jose Sharks,4,1
3/28/19,Round ,Los Angeles Kings,2,Vancouver Canucks,3,-1
3/29/19,Round ,Anaheim Ducks,1,Calgary Flames,6,-5
3/29/19,Round ,Arizona Coyotes,2,Colorado Avalanche,3,-1
3/29/19,Round ,St. Louis Blues,2,New York Rangers,4,-2
3/29/19,Round ,Nashville Predators,3,Pittsburgh Penguins,1,2
3/29/19,Round ,Minnesota Wild,3,Vegas Golden Knights,2,1
3/29/19,Round 0,New York Islanders,5,Winnipeg Jets,4,1
3/29/19,Round 0,New Jersey Devils,0,Detroit Red Wings,4,-4
3/30/19,Round ,Chicago Blackhawks,2,Los Angeles Kings,3,-1
3/30/19,Round ,Dallas Stars,2,Vancouver Canucks,3,-1
3/30/19,Round 0,Florida Panthers,4,Boston Bruins,1,3
3/30/19,Round 0,Philadelphia Flyers,2,Carolina Hurricanes,5,-3
3/30/19,Round 0,St. Louis Blues,3,New Jersey Devils,2,1
3/30/19,Round 0,Buffalo Sabres,1,New York Islanders,5,-4
3/30/19,Round 0,Toronto Maple Leafs,2,Ottawa Senators,4,-2
3/30/19,Round 0,Washington Capitals,6,Tampa Bay Lightning,3,3
3/30/19,Round 0,Montreal Canadiens,3,Winnipeg Jets,1,2
3/31/19,Round 0,Anaheim Ducks,5,Edmonton Oilers,1,4
3/31/19,Round 0,Columbus Blue Jackets,5,Nashville Predators,2,3
3/31/19,Round 0,Vegas Golden Knights,3,San Jose Sharks,4,-1
3/31/19,Round 0,Minnesota Wild,0,Arizona Coyotes,4,-4
3/31/19,Round 0,Columbus Blue Jackets,4,Buffalo Sabres,0,4
3/31/19,Round 0,Boston Bruins,3,Detroit Red Wings,6,-3
3/31/19,Round 0,New York Rangers,3,Philadelphia Flyers,0,3
3/31/19,Round 0,Carolina Hurricanes,1,Pittsburgh Penguins,3,-2
4/1/19,Round 0,Calgary Flames,5,San Jose Sharks,3,2
4/1/19,Round 0,Washington Capitals,3,Florida Panthers,5,-2
4/1/19,Round 0,New York Rangers,2,New Jersey Devils,4,-2
4/1/19,Round 0,Toronto Maple Leafs,2,New York Islanders,1,1
4/1/19,Round 0,Tampa Bay Lightning,5,Ottawa Senators,2,3
4/2/19,Round 0,Winnipeg Jets,4,Chicago Blackhawks,3,1
4/2/19,Round 0,Calgary Flames,7,Los Angeles Kings,2,5
4/2/19,Round 0,Colorado Avalanche,2,St. Louis Blues,3,-1
4/2/19,Round 0,Edmonton Oilers,1,Vegas Golden Knights,3,-2
4/3/19,Round ,Calgary Flames,1,Anaheim Ducks,3,-2
4/3/19,Round ,St. Louis Blues,3,Chicago Blackhawks,4,-1
4/3/19,Round ,Ottawa Senators,4,New York Rangers,1,3
4/3/19,Round 0,Los Angeles Kings,3,Arizona Coyotes,1,2
4/3/19,Round 0,Nashville Predators,3,Buffalo Sabres,2,1
4/3/19,Round 0,Boston Bruins,6,Columbus Blue Jackets,2,4
4/3/19,Round 0,Edmonton Oilers,2,Colorado Avalanche,6,-4
4/3/19,Round 0,Philadelphia Flyers,2,Dallas Stars,6,-4
4/3/19,Round 0,Pittsburgh Penguins,1,Detroit Red Wings,4,-3
4/3/19,Round 0,Winnipeg Jets,1,Minnesota Wild,5,-4
4/3/19,Round 0,Tampa Bay Lightning,4,Montreal Canadiens,2,2
4/3/19,Round 0,Carolina Hurricanes,4,Toronto Maple Leafs,1,3
4/3/19,Round 0,San Jose Sharks,2,Vancouver Canucks,4,-2
4/5/19,Round ,Los Angeles Kings,2,Anaheim Ducks,5,-3
4/5/19,Round ,Dallas Stars,1,Chicago Blackhawks,6,-5
4/5/19,Round 0,Ottawa Senators,2,Buffalo Sabres,5,-3
4/5/19,Round 0,New Jersey Devils,1,Carolina Hurricanes,3,-2
4/5/19,Round 0,Winnipeg Jets,2,Colorado Avalanche,3,-1
4/5/19,Round 0,San Jose Sharks,3,Edmonton Oilers,2,1
4/5/19,Round 0,New York Islanders,2,Florida Panthers,1,1
4/5/19,Round 0,Boston Bruins,3,Minnesota Wild,0,3
4/5/19,Round 0,Vancouver Canucks,2,Nashville Predators,3,-1
4/5/19,Round 0,Detroit Red Wings,1,Pittsburgh Penguins,4,-3
4/5/19,Round 0,Philadelphia Flyers,3,St. Louis Blues,7,-4
4/5/19,Round 0,Tampa Bay Lightning,3,Toronto Maple Leafs,1,2
4/5/19,Round 0,Arizona Coyotes,4,Vegas Golden Knights,1,3
4/5/19,Round 0,Montreal Canadiens,1,Washington Capitals,2,-1
4/6/19,Round ,Winnipeg Jets,4,Arizona Coyotes,2,2
4/6/19,Round ,Tampa Bay Lightning,6,Boston Bruins,3,3
4/6/19,Round ,Edmonton Oilers,3,Calgary Flames,1,2
4/6/19,Round ,Buffalo Sabres,7,Detroit Red Wings,1,6
4/6/19,Round ,New Jersey Devils,4,Florida Panthers,3,1
4/6/19,Round ,Vegas Golden Knights,2,Los Angeles Kings,5,-3
4/6/19,Round ,Toronto Maple Leafs,5,Montreal Canadiens,6,-1
4/6/19,Round ,Chicago Blackhawks,2,Nashville Predators,5,-3
4/6/19,Round ,Columbus Blue Jackets,6,Ottawa Senators,2,4
4/6/19,Round ,Carolina Hurricanes,4,Philadelphia Flyers,3,1
4/6/19,Round ,New York Rangers,4,Pittsburgh Penguins,3,1
4/6/19,Round ,Colorado Avalanche,2,San Jose Sharks,5,-3
4/6/19,Round ,Vancouver Canucks,2,St. Louis Blues,3,-1
4/6/19,Round 0,Columbus Blue Jackets,3,New York Rangers,2,1
4/6/19,Round 0,Minnesota Wild,0,Dallas Stars,3,-3
4/6/19,Round 0,New York Islanders,3,Washington Capitals,0,3
4/11/19,Round 0,Tampa Bay Lightning,3,Columbus Blue Jackets,4,-1
4/11/19,Round 0,Winnipeg Jets,1,St. Louis Blues,2,-1
4/11/19,Round 0,New York Islanders,4,Pittsburgh Penguins,3,1
4/12/19,Round 0,Boston Bruins,1,Toronto Maple Leafs,4,-3
4/12/19,Round 0,Washington Capitals,4,Carolina Hurricanes,3,1
4/12/19,Round 0,Calgary Flames,2,Colorado Avalanche,3,-1
4/13/19,Round 0,Tampa Bay Lightning,1,Columbus Blue Jackets,3,-2
4/13/19,Round 0,New York Islanders,4,Pittsburgh Penguins,1,3
4/13/19,Round 0,Winnipeg Jets,3,St. Louis Blues,4,-1
4/13/19,Round 0,San Jose Sharks,3,Vegas Golden Knights,6,-3
4/13/19,Round 0,Washington Capitals,4,Carolina Hurricanes,3,1
4/13/19,Round 0,Nashville Predators,2,Dallas Stars,1,1
4/14/19,Round 0,Boston Bruins,4,Toronto Maple Leafs,1,3
4/14/19,Round 0,Calgary Flames,2,Colorado Avalanche,3,-1
4/15/19,Round 0,St. Louis Blues,3,Winnipeg Jets,6,-3
4/15/19,Round 0,Vegas Golden Knights,6,San Jose Sharks,3,3
4/16/19,Round 0,Carolina Hurricanes,5,Washington Capitals,0,5
4/16/19,Round 0,Toronto Maple Leafs,3,Boston Bruins,2,1
4/16/19,Round 0,Dallas Stars,2,Nashville Predators,3,-1
4/16/19,Round 0,Colorado Avalanche,6,Calgary Flames,2,4
4/16/19,Round 0,Columbus Blue Jackets,7,Tampa Bay Lightning,3,4
4/16/19,Round 0,Pittsburgh Penguins,1,New York Islanders,3,-2
4/17/19,Round 0,St. Louis Blues,1,Winnipeg Jets,2,-1
4/17/19,Round 0,Vegas Golden Knights,5,San Jose Sharks,0,5
4/18/19,Round 0,Toronto Maple Leafs,4,Boston Bruins,6,-2
4/18/19,Round 0,Dallas Stars,5,Nashville Predators,1,4
4/18/19,Round 0,Colorado Avalanche,3,Calgary Flames,2,1
4/19/19,Round 0,Carolina Hurricanes,2,Washington Capitals,1,1
4/19/19,Round 0,Winnipeg Jets,2,St. Louis Blues,3,-1
4/19/19,Round 0,San Jose Sharks,5,Vegas Golden Knights,2,3
4/20/19,Round 0,Boston Bruins,1,Toronto Maple Leafs,2,-1
4/20/19,Round 0,Calgary Flames,1,Colorado Avalanche,5,-4
4/20/19,Round 0,Nashville Predators,3,Dallas Stars,5,-2
4/21/19,Round 0,St. Louis Blues,3,Winnipeg Jets,2,1
4/21/19,Round 0,Washington Capitals,6,Carolina Hurricanes,0,6
4/21/19,Round 0,Toronto Maple Leafs,2,Boston Bruins,4,-2
4/22/19,Round 0,Vegas Golden Knights,1,San Jose Sharks,2,-1
4/23/19,Round 0,Carolina Hurricanes,5,Washington Capitals,2,3
4/23/19,Round 0,Dallas Stars,5,Nashville Predators,3,2
4/24/19,Round 0,Boston Bruins,5,Toronto Maple Leafs,1,4
4/24/19,Round 0,San Jose Sharks,5,Vegas Golden Knights,4,1
4/25/19,Round 0,Washington Capitals,3,Carolina Hurricanes,4,-1
4/26/19,Round 0,Boston Bruins,3,Columbus Blue Jackets,2,1
4/26/19,Round 0,St. Louis Blues,2,Dallas Stars,4,-2
4/27/19,Round 0,New York Islanders,0,Carolina Hurricanes,6,-6
4/27/19,Round 0,San Jose Sharks,5,Colorado Avalanche,2,3
4/28/19,Round 0,New York Islanders,0,Carolina Hurricanes,1,-1
4/28/19,Round 0,Boston Bruins,2,Columbus Blue Jackets,3,-1
4/29/19,Round 0,San Jose Sharks,3,Colorado Avalanche,4,-1
4/30/19,Round 0,Dallas Stars,3,St. Louis Blues,4,-1
5/1/19,Round 0,Columbus Blue Jackets,2,Boston Bruins,1,1
5/1/19,Round 0,Colorado Avalanche,2,San Jose Sharks,4,-2
5/2/19,Round 0,Carolina Hurricanes,5,New York Islanders,2,3
5/2/19,Round 0,Dallas Stars,4,St. Louis Blues,2,2
5/3/19,Round 0,Columbus Blue Jackets,1,Boston Bruins,4,-3
5/3/19,Round 0,Colorado Avalanche,3,San Jose Sharks,0,3
5/4/19,Round 0,Carolina Hurricanes,5,New York Islanders,2,3
5/4/19,Round 0,St. Louis Blues,1,Dallas Stars,2,-1
5/5/19,Round 0,Boston Bruins,4,Columbus Blue Jackets,3,1
5/5/19,Round 0,Dallas Stars,1,St. Louis Blues,4,-3
5/5/19,Round 0,San Jose Sharks,2,Colorado Avalanche,1,1
5/7/19,Round 0,Columbus Blue Jackets,0,Boston Bruins,3,-3
5/7/19,Round 0,Colorado Avalanche,4,San Jose Sharks,3,1
5/8/19,Round 0,St. Louis Blues,2,Dallas Stars,1,1
5/10/19,Round 0,Boston Bruins,5,Carolina Hurricanes,2,3
5/12/19,Round 0,San Jose Sharks,6,St. Louis Blues,3,3
5/12/19,Round 0,Boston Bruins,6,Carolina Hurricanes,2,4
5/14/19,Round 0,San Jose Sharks,2,St. Louis Blues,4,-2
5/15/19,Round 0,Carolina Hurricanes,1,Boston Bruins,2,-1
5/16/19,Round 0,St. Louis Blues,4,San Jose Sharks,5,-1
5/17/19,Round 0,Carolina Hurricanes,0,Boston Bruins,4,-4
5/18/19,Round 0,St. Louis Blues,2,San Jose Sharks,1,1
5/19/19,Round 0,San Jose Sharks,0,St. Louis Blues,5,-5
5/22/19,Round 0,St. Louis Blues,5,San Jose Sharks,1,4
5/28/19,Round 0,Boston Bruins,4,St. Louis Blues,2,2
5/30/19,Round 0,Boston Bruins,2,St. Louis Blues,3,-1
6/2/19,Round 0,St. Louis Blues,2,Boston Bruins,7,-5
6/4/19,Round 0,St. Louis Blues,4,Boston Bruins,2,2
6/7/19,Round 0,Boston Bruins,1,St. Louis Blues,2,-1
6/10/19,Round 0,St. Louis Blues,1,Boston Bruins,5,-4
6/13/19,Round 0,Boston Bruins,1,St. Louis Blues,4,-3